imageid	filename
000000487774	TA_tv_000000487774.jpg
000000260486	TA_fork_000000260486.jpg
000000221659	TA_toilet_000000221659.jpg
000000392753	TA_cup_000000392753.jpg
000000498583	TA_bowl_000000498583.jpg
000000259422	TA_cup_000000259422.jpg
000000250210	TA_oven_000000250210.jpg
000000144539	TA_mouse_000000144539.jpg
000000568982	TA_tv_000000568982.jpg
000000138549	TA_toilet_000000138549.jpg
000000453722	TA_potted plant_000000453722.jpg
000000387482	TA_mouse_000000387482.jpg
000000070626	TA_cup_000000070626.jpg
000000482970	TA_keyboard_000000482970.jpg
000000071914	TA_sink_000000071914.jpg
000000523212	TA_potted plant_000000523212.jpg
000000382030	TA_chair_000000382030.jpg
000000069015	TA_chair_000000069015.jpg
000000261175	TA_fork_000000261175.jpg
000000525903	TA_bottle_000000525903.jpg
000000260330	TA_microwave_000000260330.jpg
000000211186	TA_laptop_000000211186.jpg
000000429679	TA_knife_000000429679.jpg
000000451284	TA_tv_000000451284.jpg
000000429679	TA_bottle_000000429679.jpg
000000014038	TA_oven_000000014038.jpg
000000374162	TA_cup_000000374162.jpg
000000248559	TA_tv_000000248559.jpg
000000192212	TA_tv_000000192212.jpg
000000258661	TA_cup_000000258661.jpg
000000185935	TA_fork_000000185935.jpg
000000544094	TA_stop sign_000000544094.jpg
000000493652	TA_mouse_000000493652.jpg
000000426133	TA_cup_000000426133.jpg
000000256309	TA_sink_000000256309.jpg
000000056326	TA_toilet_000000056326.jpg
000000478077	TA_oven_000000478077.jpg
000000356349	TA_toilet_000000356349.jpg
000000109482	TA_chair_000000109482.jpg
000000557324	TA_bowl_000000557324.jpg
000000469671	TA_bottle_000000469671.jpg
000000442441	TA_fork_000000442441.jpg
000000498583	TA_cup_000000498583.jpg
000000518177	TA_sink_000000518177.jpg
000000141108	TA_bottle_000000141108.jpg
000000309005	TA_clock_000000309005.jpg
000000470121	TA_knife_000000470121.jpg
000000011360	TA_microwave_000000011360.jpg
000000577212	TA_microwave_000000577212.jpg
000000192616	TA_toilet_000000192616.jpg
000000458410	TA_chair_000000458410.jpg
000000233825	TA_clock_000000233825.jpg
000000162249	TA_knife_000000162249.jpg
000000409630	TA_laptop_000000409630.jpg
000000329850	TA_cup_000000329850.jpg
000000493235	TA_microwave_000000493235.jpg
000000038034	TA_laptop_000000038034.jpg
000000375915	TA_cup_000000375915.jpg
000000091267	TA_mouse_000000091267.jpg
000000111032	TA_cup_000000111032.jpg
000000059479	TA_fork_000000059479.jpg
000000055467	TA_bowl_000000055467.jpg
000000383270	TA_cup_000000383270.jpg
000000357870	TA_keyboard_000000357870.jpg
000000527578	TA_microwave_000000527578.jpg
000000432150	TA_bowl_000000432150.jpg
000000250108	TA_knife_000000250108.jpg
000000056288	TA_laptop_000000056288.jpg
000000431236	TA_knife_000000431236.jpg
000000111032	TA_bowl_000000111032.jpg
000000104392	TA_sink_000000104392.jpg
000000556073	TA_tv_000000556073.jpg
000000313130	TA_sink_000000313130.jpg
000000459164	TA_mouse_000000459164.jpg
000000294297	TA_cup_000000294297.jpg
000000041837	TA_car_000000041837.jpg
000000045728	TA_cup_000000045728.jpg
000000170658	TA_knife_000000170658.jpg
000000203128	TA_chair_000000203128.jpg
000000058758	TA_sink_000000058758.jpg
000000116582	TA_fork_000000116582.jpg
000000314440	TA_car_000000314440.jpg
000000049473	TA_clock_000000049473.jpg
000000369345	TA_tv_000000369345.jpg
000000329850	TA_bowl_000000329850.jpg
000000483432	TA_sink_000000483432.jpg
000000038701	TA_bowl_000000038701.jpg
000000231617	TA_car_000000231617.jpg
000000199688	TA_microwave_000000199688.jpg
